Fecha,Tipo de Indicador,Indicador,Entidad,Valor
2021-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Falabella Perú,43.03
2021-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Santander Perú,1.41
2021-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Ripley,0.0
2021-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Alfin Banco,0.0
2021-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. ICBC,0.0
2021-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Bank of China,0.0
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. BBVA Perú,176.58
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,BANCOM,132.36
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. De Crédito del Perú,165.57
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Pichincha,121.81
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Interamericano de Finanzas,201.03
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Scotiabank Perú,148.01
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Citibank,0.0
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Interbank,142.96
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Mibanco,129.5
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. GNB,176.01
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Falabella Perú,315.49
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Santander Perú,202.87
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Ripley,301.55
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Alfin Banco,213.64
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. ICBC,0.0
2021-10-31,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Bank of China,0.0
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. BBVA Perú,1.7655291082780664
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,BANCOM,3.7125077196012546
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. De Crédito del Perú,2.2689895532425757
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Pichincha,3.4651063301049145
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Interamericano de Finanzas,1.6271261487461088
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Scotiabank Perú,2.1190093796368723
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Citibank,1.8899826304059963
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Interbank,2.3313264352932417
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Mibanco,6.979943431632667
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. GNB,1.7881680181372002
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Falabella Perú,16.40832983354839
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Santander Perú,1.3602739516408435
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Ripley,14.489072811413845
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Alfin Banco,44.75276669195179
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. ICBC,0.6904831025676623
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Bank of China,5.220370152635965
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. BBVA Perú,39.30490419157147
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,BANCOM,52.59821654704577
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. De Crédito del Perú,43.65915493445273
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Pichincha,54.464150693926314
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Interamericano de Finanzas,41.9500461402432
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Scotiabank Perú,44.836274728424605
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Citibank,52.45823481816324
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Interbank,45.163382125464445
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Mibanco,56.98985927856511
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. GNB,54.943781590579455
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Falabella Perú,82.78670932703967
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Santander Perú,34.321563410663735
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Ripley,81.10360229520491
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Alfin Banco,444.8059276364862
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. ICBC,43.83913754754804
2021-10-31,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Bank of China,336.9783529528579
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. BBVA Perú,78.61309178699663
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,BANCOM,94.2729645783739
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. De Crédito del Perú,75.4158227039162
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Pichincha,83.57967814002407
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Interamericano de Finanzas,82.76567510816068
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Scotiabank Perú,82.25156412230236
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Citibank,64.41049489942351
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Interbank,80.36058553697919
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Mibanco,95.39032653750384
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. GNB,93.1393624062267
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Falabella Perú,77.07196386816778
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Santander Perú,85.63666855091755
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Ripley,76.88289956906564
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Alfin Banco,79.92720926945549
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. ICBC,59.216389036890924
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Bank of China,60.21385351629923
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. BBVA Perú,5.038084629007176
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,BANCOM,10.553606138380909
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. De Crédito del Perú,5.120341202419565
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Pichincha,8.695523360602195
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Interamericano de Finanzas,5.482621040481707
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Scotiabank Perú,5.696326754142032
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Citibank,2.304612068499941
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Interbank,6.288042846412753
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Mibanco,13.973567155718975
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. GNB,6.2020625185348335
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Falabella Perú,20.39591154648703
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Santander Perú,5.831550347395788
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Ripley,18.149395069116387
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Alfin Banco,17.055147845002878
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. ICBC,1.0034184926781256
2021-10-31,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Bank of China,0.886429998564173
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. BBVA Perú,11572.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,BANCOM,2480.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. De Crédito del Perú,5511.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. Pichincha,4344.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. Interamericano de Finanzas,9739.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Scotiabank Perú,10331.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Citibank,5858.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Interbank,6690.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Mibanco,1347.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. GNB,6250.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. Falabella Perú,1636.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. Santander Perú,31418.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. Ripley,870.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Alfin Banco,227.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. ICBC,14526.0
2021-10-31,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Bank of China,1353.0
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. BBVA Perú,209922.45388349515
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,BANCOM,78440.26110526315
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. De Crédito del Perú,352473.7930578035
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. Pichincha,127664.89652727274
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. Interamericano de Finanzas,189822.99435820896
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Scotiabank Perú,203460.6993116279
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Citibank,6626126.774
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Interbank,232349.2804742268
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Mibanco,26622.31158917197
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. GNB,364848.0261538461
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. Falabella Perú,47719.681113207545
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. Santander Perú,6542779.134
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. Ripley,35193.883151515154
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Alfin Banco,6949.858208955224
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. ICBC,4836724.272
2021-10-31,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Bank of China,339823.024
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. BBVA Perú,13.464689812657667
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,BANCOM,4.173886474864574
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. De Crédito del Perú,12.497823693824136
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Pichincha,-3.2677477886565365
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Interamericano de Finanzas,9.787471674272863
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Scotiabank Perú,6.903508541491774
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Citibank,11.275128242070137
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Interbank,14.687596546544901
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Mibanco,1.5273114393871579
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. GNB,0.8071054393898852
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Falabella Perú,-7.606474521839471
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Santander Perú,16.339178348356082
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Ripley,-22.48747342465379
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Alfin Banco,-222.44064898532403
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. ICBC,6.332424486045932
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Bank of China,-7.874928207210605
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. BBVA Perú,1.18536029950144
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,BANCOM,0.6526090670982871
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. De Crédito del Perú,1.2542619936452626
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Pichincha,-0.2802347482953635
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Interamericano de Finanzas,0.6807111167849147
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Scotiabank Perú,0.9035186624710985
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Citibank,1.2587765914528461
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Interbank,1.3156627457474435
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Mibanco,0.21497773422898503
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. GNB,0.10189331735804617
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Falabella Perú,-1.4640388985861978
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Santander Perú,1.5906354016404638
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Ripley,-3.747022460269568
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Alfin Banco,-24.357645856618436
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. ICBC,0.5633541193683427
2021-10-31,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Bank of China,-5.185551550665646
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,B. BBVA Perú,33.46
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,BANCOM,38.43
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,B. De Crédito del Perú,39.58
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,B. Pichincha,19.56
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,B. Interamericano de Finanzas,26.4
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,Scotiabank Perú,24.95
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,Citibank,80.01
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,Interbank,45.37
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,Mibanco,23.44
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,B. GNB,54.48
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,B. Falabella Perú,34.07
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,B. Santander Perú,90.79
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,B. Ripley,44.72
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,Alfin Banco,36.32
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,B. ICBC,105.49
2021-10-31,LIQUIDEZ,Ratio de Liquidez MN,Bank of China,355.92
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,B. BBVA Perú,56.11
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,BANCOM,84.12
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,B. De Crédito del Perú,49.66
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,B. Pichincha,47.45
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,B. Interamericano de Finanzas,50.71
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,Scotiabank Perú,42.99
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,Citibank,87.76
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,Interbank,68.17
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,Mibanco,147.98
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,B. GNB,95.82
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,B. Falabella Perú,158.48
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,B. Santander Perú,43.49
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,B. Ripley,807.19
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,Alfin Banco,86.81
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,B. ICBC,90.2
2021-10-31,LIQUIDEZ,Ratio de Liquidez ME,Bank of China,101.45
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. BBVA Perú,0.59
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,BANCOM,3.12
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. De Crédito del Perú,0.22
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. Pichincha,1.49
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. Interamericano de Finanzas,0.26
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Scotiabank Perú,0.13
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Citibank,0.69
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Interbank,0.85
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Mibanco,11.38
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. GNB,3.46
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. Falabella Perú,0.0
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. Santander Perú,4.43
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. Ripley,0.0
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Alfin Banco,101.92
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. ICBC,2.32
2021-10-31,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,Bank of China,6.09
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. BBVA Perú,0.99
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,BANCOM,11.73
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. De Crédito del Perú,1.08
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. Pichincha,4.17
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. Interamericano de Finanzas,2.57
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Scotiabank Perú,1.35
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Citibank,0.36
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Interbank,2.09
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Mibanco,59.99
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. GNB,10.88
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. Falabella Perú,0.0
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. Santander Perú,1.2
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. Ripley,0.0
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Alfin Banco,70.14
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,B. ICBC,4.32
2021-10-31,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME,Bank of China,1.05
2022-10-31,SOLVENCIA,Ratio de Capital Global,B. BBVA Perú,14.0
2022-10-31,SOLVENCIA,Ratio de Capital Global,BANCOM,12.44
2022-10-31,SOLVENCIA,Ratio de Capital Global,B. De Crédito del Perú,14.93
2022-10-31,SOLVENCIA,Ratio de Capital Global,B. Pichincha,11.44
2022-10-31,SOLVENCIA,Ratio de Capital Global,B. Interamericano de Finanzas,13.19
2022-10-31,SOLVENCIA,Ratio de Capital Global,Scotiabank Perú,13.97
2022-10-31,SOLVENCIA,Ratio de Capital Global,Citibank,22.55
2022-10-31,SOLVENCIA,Ratio de Capital Global,Interbank,15.21
2022-10-31,SOLVENCIA,Ratio de Capital Global,Mibanco,14.61
2022-10-31,SOLVENCIA,Ratio de Capital Global,B. GNB,15.95
2022-10-31,SOLVENCIA,Ratio de Capital Global,B. Falabella Perú,15.52
2022-10-31,SOLVENCIA,Ratio de Capital Global,B. Santander Perú,14.55
2022-10-31,SOLVENCIA,Ratio de Capital Global,B. Ripley,14.47
2022-10-31,SOLVENCIA,Ratio de Capital Global,Alfin Banco,4.78
2022-10-31,SOLVENCIA,Ratio de Capital Global,B. ICBC,29.38
2022-10-31,SOLVENCIA,Ratio de Capital Global,Bank of China,56.61
2022-10-31,SOLVENCIA,Ratio de Capital Global,B. BCI Perú,41.65
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. BBVA Perú,9.59
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,BANCOM,5.13
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. De Crédito del Perú,8.71
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. Pichincha,10.08
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. Interamericano de Finanzas,13.94
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Scotiabank Perú,7.11
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Citibank,8.05
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Interbank,9.61
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Mibanco,6.76
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. GNB,6.57
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. Falabella Perú,4.65
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. Santander Perú,8.68
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. Ripley,3.51
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Alfin Banco,3.21
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. ICBC,9.72
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,Bank of China,1.24
2022-10-31,SOLVENCIA,Pasivo Total / Capital Social y Reservas,B. BCI Perú,1.56
2022-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. BBVA Perú,4.29
2022-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,BANCOM,3.79
2022-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. De Crédito del Perú,4.03
2022-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. Pichincha,5.6
2022-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. Interamericano de Finanzas,3.52
2022-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,Scotiabank Perú,4.07
2022-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,Citibank,0.0
2022-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,Interbank,3.37
2022-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,Mibanco,6.73
2022-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. GNB,3.79
2022-10-31,CALIDAD DE ACTIVOS,Créditos Atrasados / Créditos Directos,B. Falabella Perú,3.72
